title,author,price,publisher,page_count,generes,ISBN
Candide,Voltaire,11.78,Open Road Media,112,"Fiction , Satire",9781500000000 
Strawberry Shortcake Murder,Joanne Fluke,43.36,Kensington Books,304,"Fiction , Mystery , Detective , Cozy , General",9781620000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,"Fiction , Science Fiction , Alien Contact",9780330000000 
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,464,"Fiction , Mystery , Detective , General",9781410000000 
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,80,"Body, Mind , Spirit , Inspiration , Personal Growth",9788070000000 
Antiques Con,Barbara Allan,29.9,Kensington Books,288,"Fiction , Mystery , Detective , Women Sleuths",9781620000000 
Boy Erased: A Memoir,Garrard Conley,23.85,Penguin,352,"Biography , Autobiography , LGBT",9780700000000 
The Art of Super Mario Odyssey,Nintendo,133.85,Dark Horse Comics,368,"Art , Video Game Art",9781510000000 
Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,3.9,Harper Collins,224,"Business , Economics , Personal Finance , General",9780060000000 
How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,176,"Business , Economics , Accounting , Financial",9780750000000 
The Infinite Game,Simon Sinek,71.63,Penguin,272,General,9780740000000 
Home Work: A Memoir of My Hollywood Years,Julie Andrews,98.42,Hachette UK,352,"Performing Arts , Theater , General",9781470000000 
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,55.09,Simon and Schuster,544,"Business , Economics , Motivational",9780740000000 
Homecoming (A Chloe Fine Psychological Suspense MysteryBook 5),Blake Pierce,22.47,Blake Pierce,250,"Fiction , Mystery , Detective , Women Sleuths",9781090000000 
A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,18.72,Blake Pierce,250,"Fiction , Mystery , Detective , General",9781640000000 
In Dark Company: A Kate Burkholder Short Story,Linda Castillo,6.64,Minotaur Books,60,"Fiction , Thrillers , Suspense",9781250000000 
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,30,"Business , Economics , Personal Finance , Investing",9781470000000 
Darksiders: The Abomination Vault: A Novel,Ari Marmell,57.3,Del Rey,368,"Fiction , Fantasy , Epic",9780350000000 
Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,14.96,Blake Pierce,250,"Fiction , Thrillers , Suspense",9781630000000 
Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,66.87,Clarkson Potter,256,"Cooking , Courses , Dishes , Cookies",9781520000000 
Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,26.15,Kensington Publishing Corp.,288,"Fiction , Mystery , Detective , Amateur Sleuth",9780760000000 
Platform: Get Noticed in a Noisy World,Michael Hyatt,73.92,HarperCollins Leadership,288,"Business , Economics , E-Commerce , Internet Marketing",9781600000000 
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,53.11,Abrams,224,"Juvenile Fiction , Humorous Stories",9781680000000 
HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,133.9,McGraw Hill Professional,272,"Business , Economics , Management",9780070000000 
The Black Box,Michael Connelly,43.28,Hachette UK,448,"Fiction , Crime",9781410000000 
Homecoming (A Chloe Fine Psychological Suspense MysteryBook 5),Blake Pierce,22.47,Blake Pierce,250,"Fiction , Thrillers , Suspense",9781090000000 
PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,2.06,e-artnow,160,"Psychology , Cognitive Psychology , Cognition",9788030000000 
"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,66.12,Tor Books,1712,"Fiction , Fantasy , Action , Adventure",9781430000000 
Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,400,"Fiction , Action , Adventure",9781410000000 
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,544,"Fiction , Fantasy , General",9780010000000 
Morning Star,Pierce Brown,62.1,Del Rey,544,"Fiction , Dystopian",9780350000000 
Blue Moon: A Jack Reacher Novel,Lee Child,71.63,Dell,368,"Fiction , Thrillers , Suspense",9780400000000 
The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,35.4,Del Rey,656,"Fiction , Action , Adventure",9780350000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Fiction , Fantasy , General",9781470000000 
Marvel Universe Vs. The Punisher: Volume 1,Jonathan Maberry,27.53,Marvel Entertainment,112,"Comics , Graphic Novels , Superheroes",9780790000000 
Darksiders: The Abomination Vault: A Novel,Ari Marmell,57.3,Del Rey,368,"Fiction , Horror",9780350000000 
The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,58.99,AMACOM,320,"Business , Economics , Accounting , General",9780810000000 
The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,256,"Self-Help , Personal Growth , Self-Esteem",9780700000000 
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,112,"Medical , Health Care Delivery",9781530000000 
Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,46.85,Penguin UK,368,"Psychology , Cognitive Psychology , Cognition",9780140000000 
W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,39.34,Penguin,448,"Fiction , Thrillers , Suspense",9781100000000 
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
